time,col_00,col_01,col_02,col_03,col_04,col_05,col_06,col_07,col_08,col_09,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52
11,131.42785436321756,128.42411696713862,130.36233530563572,120.70726546514945,123.37423025977544,,,114.4141413992673,122.8990286590862,124.38612634857851,127.34674644964187,,,129.23504442271337,,123.28624224343416,124.50290048305654,122.99478736222238,125.93468567524474,128.6347819491592,127.6296989800031,,135.32086797051463,129.45269073950288,145.9543332951052,131.95289313696728,120.22245154271914,124.78752949069553,,114.77710013089279,128.45972034430469,,,,137.60921257661698,123.0882354209594,136.75302802356796,117.71390069425459,,119.80033554388173,,124.03363698386516,123.10845134545536,127.15870719531388,131.0862537666668,134.19679166167637,126.85964606090819,128.7366409386584,124.94050859599817,114.55656994670227,121.3663926439733,125.96920091245094,
12,130.8674325750743,124.1468901398186,125.60032262914056,126.33943736282403,,122.3679433059546,122.44652701158505,116.3764838083854,123.77937588328264,124.90149180065332,126.7126173104465,127.17382142282219,,128.9642194057945,123.25490847224984,124.60721392639294,,123.41317666501655,,124.94249221167522,127.13174030583565,,,131.85437988815832,146.77402337552985,128.3099156345146,119.35024104474256,,131.03477641591851,,126.7307551829756,,,124.31398327750784,,123.60420010556231,,121.06260382252538,,120.02144653245347,120.82505332124914,127.57050702452105,,,129.5689823605082,,127.65107104206524,,124.53026741992188,114.69702146646776,122.17796806844888,125.55590901467188,
13,132.19082036703685,124.6765395685021,122.47114295953523,131.00117231398568,127.2491833091562,121.6909181266943,123.50882709404249,112.71110462904805,125.91939938780621,125.01239207006388,,128.4467768156874,,129.12389173858423,127.30706569455805,,,,125.65241413193573,121.7278242472111,127.00346824531843,,,132.19231333440953,146.0447999052549,125.32659622388174,123.37858420829282,127.89691742099072,,,,114.74558460124526,123.6032781994842,,137.7056885894156,,135.50389093868887,120.00582141537133,132.60720455992248,120.92110931190841,120.283956381831,137.08585981837925,127.19035307043953,126.14639488150634,,,,,123.08798483548352,,125.66425036589399,,
14,128.96707721388285,122.69619145717799,,128.35770779853644,128.36487905364385,129.68528713604584,,117.69582777913746,,126.22064206632687,126.15257539528716,129.0956916473055,,129.00321403249703,,,127.7600756243871,124.38606381191853,,117.45244176282019,,119.33819798797286,133.09055725375467,133.38631195157845,146.36761503860157,127.91978638877542,,,,,,112.03306627202375,126.21016145879672,133.72707800029252,137.41327993043535,125.63730736553828,140.83724065014525,119.69694003193352,134.0149831280115,120.55417119426549,128.30420351020857,138.29115902902555,128.17749794357812,122.85717207159502,124.44142764735301,108.48635911040977,129.32494147773522,121.68327170656552,126.70780630854888,115.3173613293172,,,
15,129.84902126857534,125.62150207513872,121.03493477317464,,,126.99922657660174,135.4047413652562,,,125.46860660074526,,127.31144166089217,,129.81822576616236,130.11034397079703,129.25297756965918,,123.86538413376518,,,126.4872725123391,118.73556126388912,131.25547576160244,133.99161646128024,146.17953113191518,130.6426464697745,126.02358624069899,,128.60775887299226,119.58051472886926,126.54975530643567,108.8905007307404,,132.45876313962273,138.16966772289692,129.91754433888346,138.09554638535312,128.88827317289673,138.8534220409113,,,,,126.74428059819007,123.19468006478687,119.93262548204014,130.75267982606508,119.9979443134951,,,127.37213642406064,126.42976862401866,122.67945416641874
16,133.71613029893558,132.79680705774504,126.56056092700844,,130.06979821589053,133.60093367705605,130.46188764404468,,122.20314933069562,120.92765552059292,126.9897469003947,128.85055146468008,,131.0372290422104,126.21078340707341,,132.82818860633614,123.1307913170695,128.2448799019205,117.08270867917588,,122.2436471692554,,136.10586710719886,145.4226644111885,,127.12841771646637,121.71379554131056,,,122.41426641178806,105.80719083899707,,136.00632060942604,,127.44172600196805,143.5121211097788,,138.71797261315035,125.07793390798899,,128.3836714361956,128.8377844612471,124.28680079218141,123.97052953745785,,125.31985511878595,123.69149969046272,,,129.12530843151046,126.15538168514817,131.39725159206367
17,,128.70984666792953,130.230245353107,,129.89390166310878,128.4355127592994,,,124.72180664679115,123.79267667685556,,128.78173771225522,,,122.27287956390944,130.8444370648647,126.92334437754434,124.46090688820408,127.7026826218768,,127.07016832930626,129.07992196081122,129.74092586619145,136.1942042637962,144.97275673814602,136.6788016058152,127.47784200112913,,130.8287307673082,,123.62073967333201,102.64367144907098,,130.07722247835062,113.74977896560476,124.48828243522406,,127.28603423786845,135.4963183983551,126.18469043162604,,130.08402847940425,,126.07352748697627,124.38840394250666,123.96256745664215,126.14297789163396,,,116.27492538415689,,125.86229836345407,
18,,128.8037120077092,125.73143168157623,122.53339195858123,131.38689727231858,127.29706882353871,133.14540563386166,121.80160725189339,126.60901841904337,126.54302825040914,124.98795391345557,129.98605780959755,,130.05354646500325,,,121.73619331006803,123.12628175184247,126.402682338576,,,,130.30991309762484,135.06109929842947,,,,124.84166876023237,132.44507997080925,131.9760474682999,125.13934767816674,102.70844104235903,136.24398180022902,130.47482528069426,113.89486280826394,,135.3825737845434,134.7496266238427,136.69067729036115,120.74331272616875,125.352199859467,,130.64998623852136,123.80501348076788,121.5641045931679,,125.22212321113238,125.04460733660598,,116.08827104392103,131.67700538968674,,106.42057440690219
19,131.00130744283368,,124.70553087499701,124.4046216585575,,126.66915900231805,130.34053970307602,121.78200822768223,,,,128.3227808470778,,131.90050930242958,127.15554619626378,125.06843979599286,129.61869125111193,124.4268226089062,,130.08264611341232,,130.87352696375618,131.13054888753675,134.00188869533332,143.36879769654118,131.6285017418589,130.91902189944312,,,132.99948339470257,126.82657619411513,,,,,,,130.25929650562767,130.6878895014137,130.94573786897908,124.26627287552165,124.70887505288559,129.88515999631812,,,120.69259937015238,125.3673565067951,128.56828790640208,,116.41949688436372,132.19033877888398,124.13228405385635,132.00108454768161
20,,,128.0421272604257,,125.43613640820159,127.01789790337723,,125.36928488360002,121.45238638687937,128.7109964914643,123.94300626933794,,,,131.47505342357965,126.09535828118139,129.02456090656804,126.14621420095733,125.21465693407151,,125.53502441855755,126.64477659502992,131.8684344103573,,142.44403820908423,,131.9172398191692,118.58203372866696,,131.11598519121796,125.04332549075193,109.76958310587395,140.7477423082624,124.51098230282683,114.21242389247944,,139.92281475701193,130.28248836038924,,138.5734553114062,123.93844785244094,125.90596941985427,,,,123.61290717365519,,132.13375940805366,127.87552839157917,116.59949990949556,,123.4372844406187,
21,129.58309032564853,129.44907652911698,130.92753512837766,123.62724182133094,128.39594019778065,130.33722127348003,127.14638990721502,,,,122.28670384257148,133.04576249508668,,131.1444405145834,126.91592648482563,,125.7694461832655,125.69354665938693,125.5433908034971,123.92563148265953,125.39957302062852,,,133.747552626033,141.33735284795404,,,116.0979759389977,,138.15445240194424,,,,131.11350784135672,,126.21823445996773,138.51979595408332,136.62831779739403,123.2322718687511,138.31014028603855,124.32906561069198,125.71668710557718,134.0278953798087,127.26943673851714,,127.64582988773087,,131.65591584969175,,116.16929169714052,135.2491009019941,122.9767588488806,96.21867044066366
22,132.17153830873283,123.98049522464211,132.26391953525263,123.60995035189352,,,,126.66176990254588,120.43163718540806,125.99856103022145,125.42307222387178,,,131.02456243650897,123.79289406330463,128.40671693784634,125.3034853548506,,,125.46883138768234,,126.16945170226131,,134.13485253858514,140.27465445098693,,,116.12798367839494,,,124.77694727804942,,142.53696262442924,,114.4820670711229,126.72627857277222,135.54913775984858,,132.43994731599994,134.96857995155784,,126.81195129684743,,126.20101129231763,,128.9714618480247,126.52375057056761,124.96478497967072,,116.5561991110384,131.83620211391948,,
23,123.43865043880223,110.78697805885604,133.13120720073968,120.38802219761261,,125.30302721120508,135.73821128170337,,,,124.45007774342784,126.70066799134045,,130.8865240694284,122.87565007490751,,,125.65516591947907,123.64471328149588,125.87313639092967,123.78842362512341,,128.1608038566922,133.92121909304,,131.47315550223578,127.62605849412635,119.17052234989389,127.96554441235268,137.03324616777712,128.37455964290805,119.48980497039678,,125.50764645271572,138.69012294895182,126.32050756737736,132.7889829947301,131.00746247180402,,133.06820946212756,124.69658214026067,130.88319112137046,,,125.17094740330465,131.54787290908223,131.67006027535268,122.56581443844266,127.70244621102182,116.46248634608617,131.11600534439143,123.38663999072858,130.89998737390357
24,,116.69277743441154,138.30500715250693,123.01907335761948,,128.5769550863069,,,122.01678870090369,,124.5005367370273,127.91005312404702,,130.7322712870556,,126.27957872621732,,125.97135548850412,122.50912126204786,127.3665481946243,125.87888200692713,127.20818816626655,130.40640682484508,130.88889551822956,,141.83991356575427,,120.09111490574904,130.686939807621,132.94103174450544,,122.98071183695599,,130.4933475920822,139.2647099930186,126.32674795607505,133.58947685677808,129.8227948975455,141.09496787677645,,123.9086987889531,127.8749523923267,,130.51973361006156,124.60508291624238,132.0702534975886,131.93192654001052,125.14959977529928,129.09477594303917,116.81373689478295,130.8037877341772,,
25,130.58111755033207,131.30771071215588,139.28148787304988,123.8154873447748,127.58715270003718,130.22626894498944,,120.22723025715257,,125.80912756069337,123.01114023653426,123.42015891072585,,128.82581676642516,125.76997131974366,120.82440851506766,134.78758328074974,124.9999946376389,123.35793290174175,130.09050737021124,120.46618315555871,126.8431156459884,,,136.08078224340505,130.76668035373163,,,123.09467638897196,129.87315637759474,,126.25160750570849,142.40721196044728,130.19800674518703,139.50367003733018,125.62004375980636,128.84289887870466,135.57116323307912,131.20348572028135,134.57261196001906,,129.73506008252863,125.0753347829286,,,133.78529941272922,,126.67757747402146,130.4412890674186,117.20804293820909,,124.31551284093372,
26,131.1608210118466,135.19938130200688,133.70847724071018,121.71153530270631,,127.4899010045847,137.90131000393018,121.75020843396833,122.4746393551263,,125.25245379410605,125.59890096778055,,129.85788472013402,123.48409999275864,,132.2166115876906,125.0264139848647,123.64052376072814,128.1999186932848,,124.85562502916449,131.9447901385825,,,127.08417082273274,125.41103105217726,119.01889510488644,128.01451292628047,,127.93931925792694,129.6889358154244,,123.80769771677124,,125.44874821723252,126.53486845695596,132.7164593645269,130.74334277789637,138.23978920784754,119.94784137305491,129.69261411835024,,,124.90417769799447,,131.42877948284092,127.14563111206412,128.98581663333795,,129.71732777029575,,103.81099900956808
27,132.54247817285756,126.5028633387455,129.27304083745855,124.86058151693027,,135.30224533567213,137.30718659526525,124.1618255024498,123.33293401840322,127.46113496056992,124.62822378963983,125.7779584754363,,129.60566203004788,123.09793624897961,128.7673282462566,129.66367523539392,127.18703177354186,125.07139816701596,126.82673826932131,,,,136.828527551532,132.3978826826149,131.68771401702756,125.51469905777493,122.62372047271677,125.58878040816715,123.05212923639802,,132.97878795730173,,,139.64912979296767,,,130.56213730062277,128.52390744640573,130.8394769127595,,133.7277897630581,,128.58786269296553,127.30171099961255,,,129.01285554666535,,116.90004382801271,128.77059336244005,125.25597652956102,141.42195931899138
28,132.01798539582308,126.65843336309052,127.19177131702324,128.85162318058298,126.64863885142262,133.53125234233843,,121.54614620991828,120.49179240681498,128.07126326464996,124.09378935419541,124.72370352607192,,,121.65552276719005,,119.70916205725347,127.9478712946494,125.1746750392455,,,127.31744948332714,129.33911812366185,134.21226085992691,131.42270736877558,126.77073883024632,,122.58371711687788,123.26565873294734,120.58302185287624,,136.1913829861829,138.08794372552958,,139.82854495986743,,132.44445463072992,130.83616189748741,136.20057465344885,135.0446578738539,123.5697101809218,129.884567208739,124.88999152951169,128.80515850978506,,128.43076622742862,133.04848864841978,128.45151122027556,131.53914906265737,117.14127547149718,,126.08602535570286,135.92050079989906
29,134.46288180380174,,127.21575150150595,129.1880070734179,132.99472685316655,128.2856052541107,133.84656183290295,120.84698284345,124.53962787622947,125.87261348616693,,125.56144182172089,,129.78118605189113,129.2865761502279,129.32141055829362,,129.82981123767655,126.39836949070381,131.44856118783585,,125.57858562049375,130.12038508703395,134.94465357415862,129.3592485993134,117.9474728295874,,,125.84839744034646,119.61901372148068,,139.5950375506359,136.1189909630618,125.24293444133895,139.72821570705284,,135.68595784890647,,129.62532167055852,136.7132691522726,126.94931514928858,129.28818123168097,124.64783895591091,131.85676992409358,129.90927174898422,128.25522245718452,,130.38782878844668,129.15454901010537,117.43376108115797,127.07202883641193,126.34660752371546,140.5190200412721
30,131.79522986572198,,125.25192449089515,124.15537605055368,,131.23805291644464,126.25701115692586,119.35993465330003,,125.49696916844773,125.42947052474878,125.61625432478104,,128.5585553279103,136.45316611401395,131.42874849725487,123.71393807336979,,,,,,131.47988454869173,,126.98070610432168,123.07902939324666,123.44056101548856,126.06275392685303,,122.51784689890873,125.7750286930627,143.02096830937703,133.98410350201428,135.55841763683526,115.61501074824649,125.28247418391797,138.1530592637952,,142.10866007798353,,,129.21326795874927,,131.61565924344757,130.71747053507005,133.426953785646,127.17412325334153,129.4240999329803,131.61579273676023,116.33390984710972,126.45220445228864,128.2975460619825,140.82590490430064
31,128.54372782803767,115.83004550595794,122.0801510094535,124.75523392463121,135.8613185458575,128.1450513843094,126.23579909682387,117.32363973941925,,126.67749232622167,125.2355847139407,126.84903827691606,,,126.66681978726731,131.27454670039106,,129.2407081367933,124.08660700226072,,,122.25405604714331,131.60349327802248,135.0624711728233,125.6753735911225,,,,128.19374864323322,117.7614905614845,126.39779154137535,,,133.15950960457354,114.98438727407579,124.95906622400331,130.49195759305783,129.4100367972879,139.052004947912,,,,126.42989816048453,127.99009691796414,127.29979177589965,139.21170683347714,126.7890444503188,129.9670713147701,130.9821577703692,,,129.35734858539004,126.78860012556852
32,126.22187658742978,,124.24213025439292,132.60080309623402,,129.00537583933513,121.20335696666545,,123.06577445434388,128.62896366066877,,,,,119.38456564654821,133.877897872525,123.78865230565907,129.35715126931404,,131.66361083847158,,,134.53602118250816,136.49475632897628,,132.61185764117505,,125.9532451735127,127.64244169684441,,126.32912753658954,149.5362768593882,,,,,,,137.26192145812766,135.87036433636746,123.53126184928773,124.30438212789052,126.0942390425536,,,138.0611931514666,,130.85482490394216,,138.252720934573,,129.8209789015816,128.2620830155398
33,125.64903668482151,,,,132.2217019104262,131.30993368790976,119.95590235345533,120.64100734961362,125.68659991331398,124.41944175551106,,126.31821174660152,,,125.65178264596892,131.7171116184378,125.14604376504681,131.1728714464317,125.48590694456587,134.5255987877261,125.05445889272332,124.5837290734164,134.30596089908724,137.13109425279345,122.26819764248903,139.47602980728948,,135.4820468009058,127.01677655131095,125.95956227309316,126.67006517371237,152.9367072469039,126.79207560647336,128.02189163716534,,123.05592677315309,,123.99082977935224,128.6848811506347,134.67319556493837,123.31179365617757,133.2620382630866,126.16588095131459,131.2793780051773,128.6869751291772,129.33933842113674,,128.7422309034328,131.3213232373342,138.18236078283175,126.19747870540074,,114.95617366317776
34,127.56088506545053,126.3455345900913,,129.09012909603615,130.5255549807299,126.17193635913326,,121.64737730405423,127.6172710763106,125.27179595089622,130.75389705461092,123.06395248476973,,127.42805212791232,126.33999039202659,131.46000390916697,129.22380880626872,130.73441583691178,,135.61632332384363,123.98207349021223,126.30145111156928,,138.75187480789708,120.58951860622085,144.72176583059965,,131.95482291379457,120.42772083693458,129.9046451128137,126.54942502328838,149.69188312197645,123.7652051061637,122.70933391608125,,,119.73373750111543,,132.42164677709647,,124.24388109638222,132.45460654653382,123.52568628972304,129.4051160337088,131.07616558593182,125.69165095410301,125.55392873817102,,128.07284427332036,138.49009866850977,,131.12591346180423,
35,,123.95211753637771,125.25749153981512,,,126.82449347474456,125.16767647143375,,127.02773546411426,,131.13111145025425,123.6654562809283,,126.95066117756747,124.53823804005354,133.64075216251118,,129.6588827894244,125.35626353770301,132.47132997178298,124.45092124671,129.06251595912173,132.95311694918928,138.80171862363994,119.16970378555209,138.38079022991752,129.6369457213997,,120.08529711192705,,,146.56454965640617,,127.56407951411647,115.43255723875725,,124.02467751592303,,131.31909280356098,131.65426061295483,,124.33485190129338,,128.4985101615673,132.9833871466176,126.89390385906609,125.56409929670183,128.6542937352917,,138.87882165857098,125.51074938081965,,122.8927131534688
36,125.70654015816282,,128.0579889932214,124.84583538205491,128.15553043696255,124.36188443778545,127.71705176131198,125.70505739025656,128.19209214499168,121.50644405435281,130.7660752544117,126.29835948110572,,125.8888277966842,124.40595708219777,,129.0779898832532,,,132.1582526775684,124.17357938829481,126.2442535217788,,,117.79601635267981,130.0427788980765,,131.0984202234734,124.47302606602001,129.61681846685403,126.44076892143032,,118.74139994129497,,115.74193781776042,,124.54398853925373,,,129.5995248235353,127.95363818267124,,,131.20535613313623,135.3574044706853,,,,127.12079513838914,138.03695837565937,127.13613487775801,129.24900494557014,
37,122.17930139028113,122.22002842353157,125.46159198549107,126.92638591413893,,128.74903776963438,,126.2924595351653,124.0708366088362,,129.86885332924297,130.0736663329973,,126.0284586138574,126.24137737371744,131.88284719022576,121.54033700775449,132.766158998203,127.02257396793283,135.95701649017005,123.46804438620013,123.22248096281997,,140.22697409617723,116.2293443868576,129.11556642381066,,125.21287771091687,132.72907099415113,123.63235992658637,130.44738774199317,140.20195916675272,116.05364098710979,130.23549484421127,140.23038397339607,,129.60228970392086,124.16516379924279,132.52988479870513,,125.83778818225005,126.10820129494206,132.1711756174612,,,,130.72698197627722,129.09496133704027,130.45832941023446,137.82329507169746,128.47714357956008,128.28456310889624,157.45649751504905
38,127.30905779691841,125.3126389079791,124.9126399131634,133.10913044790652,123.02749229036321,,130.03210672003922,,123.92723399205309,,126.50058624287652,129.39266962241908,,126.54645015745587,123.92364695017488,133.4728955343732,120.25778038389691,133.75241491415895,,136.4652916697469,,,129.87830121196794,140.9740594432113,114.54072701164947,,129.17828609854655,,131.07682884429602,119.3584563638763,,,,126.85029491746131,140.22514814774345,123.34667984267926,,127.5953959855009,135.8694330821413,130.02270667198005,,125.37988192527077,,130.75759257038888,132.44381044757057,134.32818725336244,131.43951994993054,125.82119020039833,132.57941605799655,,126.55306419057277,,
39,,133.1650999351907,125.33264486883864,137.98366084780173,123.27828663216782,123.74071033298164,126.97293787415916,127.49169098587397,128.23060293595606,,124.96521274684879,128.3694890494337,,127.28100532579822,125.27967244255503,,120.77307173250239,134.97453833002797,126.65275014868963,131.5540118383856,128.42519257606895,126.57256658525047,129.0044941385489,143.33609641906136,,130.06634988451378,129.62984343998497,115.63354691411283,,116.213566170096,,,113.07367215659836,,141.21464695003476,124.71052471511565,121.82946108676086,129.17405914876431,,,124.26409599712534,,128.93208957772535,127.49564290651358,,,,125.51549665091218,128.22252989301597,138.72643703292897,125.49963311527874,,111.41218489629577
40,128.3050615345397,130.6657773513398,127.60351134564702,138.02915586363275,123.66667988606805,,126.1709738755373,128.00358797955084,133.17624733193438,,,,,127.04509246259285,122.27223133235181,132.97197873057985,127.7316186646945,132.628845914519,129.14617438147778,134.33398322893575,129.19205528816386,,129.44508927764699,142.03753763552928,,,126.32141371365637,124.58692302422914,,122.18441136378222,128.2636159120704,130.77081002914034,112.48507318739928,,,123.01054362810905,120.91910747449973,127.57841103510327,135.26044606933164,132.21381039225707,124.18683362167516,,,125.85249302031163,129.30083319438958,,130.17963658572185,,,138.58204957186115,122.65080144347502,128.25607043648563,134.9047380421755
41,129.99126695017313,134.1228903828141,131.72026512578816,,124.21888860436813,121.59612877350341,,,128.95304384517001,118.69276168859096,,127.06243863994509,,126.40704195171948,125.92479235273639,,127.4859708890621,130.70131643110636,128.2197901502887,128.7362097374489,129.21681964825348,127.08087187951581,130.1404327648833,140.74664523791378,,,128.59096993707598,126.9293566855085,125.64670937119728,,,127.6150266441936,112.66073239294575,123.47073313623116,,122.85285240345195,,121.63593704422789,129.25055995488205,121.14536366309821,128.6757748213791,,,131.48157082384566,,,,126.69976342474904,126.12858857145517,138.23550709626645,,128.80016976485618,136.8794091901329
42,136.2839369952038,,135.24842058659553,130.67532012760225,126.22372424924556,124.12608395111589,,,,,126.48369339700972,,,127.58084786479907,124.01703154458582,127.42128841937277,,129.48513632998925,128.53654718191447,134.5937090048055,,125.37800205746656,130.62114951718718,139.12432911931018,110.44541403496295,135.99725796575572,,131.26371569923006,,123.46193352549663,,124.17420916712626,112.67624135336521,,140.97808823624914,122.96561416170675,,122.72024846811033,125.26494200402398,124.04203132796238,129.8262552531859,,126.59550599523641,137.25954743043985,125.5944064908174,126.25880217691149,128.40294322343425,,126.99501064379116,138.79897293085685,,,113.10958484377618
