time,col_00,col_01,col_02,col_03,col_04,col_05,col_06,col_07,col_08,col_09,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52
10,129.39107,135.11816,126.88992,118.313995,119.006874,123.27209,123.27058,119.60849,119.103096,124.911125,130.99823,126.774055,133.87796,128.33398,130.13248,129.00252,130.55887,121.72376,127.82412,128.90292,125.807915,131.44695,130.71957,131.04588,145.78563,133.5112,119.95294,125.29218,130.22307,129.50557,128.238,124.03659,114.88032,126.46312,137.10051,122.88641,133.86801,120.308334,120.440186,127.786865,125.6756,132.10806,124.03423,127.46057,128.07112,129.25815,128.07146,127.42151,124.4573,114.67655,121.20045,126.191284,117.27632
11,131.42786,128.42412,130.36234,120.70727,123.37423,122.9327,131.59602,114.41414,122.899025,124.38612,127.34675,125.67011,132.74,129.23505,130.02545,123.28624,124.5029,122.99479,125.934685,128.63478,127.6297,128.65877,135.32086,129.4527,145.95433,131.9529,120.22245,124.78753,127.441734,114.7771,128.45972,125.99215,117.84296,130.49773,137.6092,123.088234,136.75302,117.7139,130.57175,119.80034,127.0753,124.03364,123.10845,127.15871,131.08626,134.1968,126.85965,128.73665,124.940506,114.55657,121.366394,125.9692,130.82063
12,130.86743,124.14689,125.60032,126.33944,126.11241,122.36794,122.446526,116.37648,123.77937,124.90149,126.712616,127.17382,131.7609,128.96422,123.254906,124.607216,131.83168,123.41318,127.481255,124.94249,127.13174,129.85385,133.60551,131.85439,146.77402,128.30992,119.35024,131.1728,131.03477,129.47594,126.73076,122.91236,119.74649,124.31398,140.76929,123.6042,131.3847,121.06261,130.5717,120.02145,120.82505,127.5705,124.07622,128.48068,129.56898,128.71405,127.65107,128.86592,124.530266,114.69702,122.17797,125.55591,130.15341
13,132.19083,124.67654,122.471146,131.00117,127.24918,121.69092,123.50883,112.711105,125.9194,125.01239,131.86943,128.44678,130.70761,129.12389,127.30707,128.80586,130.1075,128.34319,125.65241,121.72782,127.00347,130.5449,135.10747,132.1923,146.0448,125.3266,123.378586,127.89692,132.92831,130.17484,126.01791,114.74558,123.60328,130.77042,137.70569,127.99043,135.50389,120.00582,132.60721,120.92111,120.28396,137.08586,127.19035,126.14639,130.28618,117.24704,129.0445,130.35178,123.08798,120.079056,125.66425,130.06393,129.48317
14,128.96707,122.69619,130.60258,128.35771,128.36488,129.68529,131.01341,117.69583,128.91069,126.22064,126.15257,129.09569,129.62921,129.00322,130.24194,121.97957,127.76008,124.38606,127.45703,117.45244,126.41931,119.338196,133.09056,133.3863,146.36761,127.919785,124.98114,132.00627,132.73103,131.0944,126.01766,112.033066,126.21016,133.72708,137.41328,125.63731,140.83723,119.69694,134.01498,120.55417,128.3042,138.29115,128.1775,122.85717,124.44143,108.48636,129.32494,121.68327,126.70781,115.31736,127.13167,126.30558,129.03662
15,129.84901,125.621506,121.034935,135.41017,127.51686,126.99923,135.40474,120.31642,126.72026,125.468605,132.90485,127.31144,128.68373,129.81822,130.11035,129.25298,121.98919,123.86539,124.43793,123.32841,126.487274,118.73556,131.25548,133.99162,146.17953,130.64264,126.02358,131.63351,128.60776,119.58051,126.54976,108.8905,129.3283,132.45877,138.16966,129.91754,138.09555,128.88828,138.85342,133.1094,120.33624,135.36853,127.06879,126.74428,123.19468,119.932625,130.75269,119.99795,126.89004,119.88022,127.37214,126.42977,122.67945
16,133.71613,132.79681,126.56056,132.11647,130.0698,133.60094,130.46188,124.14096,122.20315,120.92766,126.989746,128.85056,127.69625,131.03723,126.210785,122.43445,132.82819,123.13079,128.24487,117.08271,124.49349,122.243645,134.63577,136.10587,145.42267,135.48451,127.12842,121.7138,130.86848,131.66843,122.41427,105.80719,131.39664,136.00632,121.58964,127.44173,143.51212,130.44684,138.71797,125.077934,123.97002,128.38367,128.83778,124.286804,123.97053,129.23528,125.319855,123.6915,132.36627,119.7436,129.1253,126.15538,131.39725
17,128.70412,128.70985,130.23024,129.78262,129.8939,128.43552,130.59206,122.607956,124.72181,123.79268,132.06177,128.78174,126.81483,127.80214,122.27288,130.84444,126.92335,124.46091,127.70268,124.077835,127.07017,129.07993,129.74092,136.1942,144.97276,136.6788,127.477844,126.789894,130.82874,129.47675,123.62074,102.64367,138.97064,130.07722,113.74978,124.48828,132.21327,127.28603,135.49632,126.18469,126.51003,130.08403,128.83316,126.073524,124.388405,123.96257,126.142975,126.90631,128.86609,116.274925,130.86348,125.8623,129.58286
18,129.98018,128.80371,125.73143,122.533394,131.3869,127.297066,133.1454,121.801605,126.60902,126.54303,124.98795,129.98605,125.935814,130.05354,130.16954,125.527504,121.73619,123.12628,126.40268,121.423416,127.09845,131.44914,130.3099,135.0611,147.12231,134.88602,129.20679,124.84167,132.44508,131.97604,125.13935,102.70844,136.24399,130.47482,113.89486,127.91156,135.38257,134.74963,136.69067,120.74331,125.3522,132.19579,130.64998,123.805016,121.5641,129.41663,125.22212,125.04461,129.1475,116.08827,131.677,128.33789,106.42058
19,131.00131,130.75757,124.70553,124.404625,127.787415,126.66916,130.34055,121.782005,128.69746,124.08348,131.6612,128.32278,125.14355,131.90051,127.15555,125.06844,129.6187,124.42682,126.45901,130.08264,127.14565,130.87352,131.13055,134.00189,143.3688,131.6285,130.91902,129.2839,128.18729,132.99948,126.82658,111.27669,139.19203,131.94167,125.120224,127.984726,132.13667,130.2593,130.6879,130.94574,124.26627,124.70888,129.88516,129.32477,131.52267,120.6926,125.367355,128.56828,127.3104,116.419495,132.19034,124.132286,132.00108
20,129.42053,130.71056,128.04213,130.59332,125.436134,127.0179,131.32645,125.369286,121.452385,128.711,123.94301,129.90147,124.36033,129.26732,131.47505,126.09536,129.02457,126.14622,125.21466,128.90132,125.53503,126.644775,131.86844,133.08376,142.44403,131.69617,131.91724,118.58203,131.49112,131.11598,125.04333,109.769585,140.74774,124.51098,114.212425,127.567184,139.92282,130.28249,132.64366,138.57346,123.938446,125.90597,131.74489,127.8144,131.88385,123.61291,126.00399,132.13376,127.87553,116.5995,133.86334,123.43729,130.45122
21,129.58308,129.44908,130.92754,123.62724,128.39594,130.33722,127.14639,126.42396,129.02441,130.45952,122.286705,133.04576,123.52595,131.14444,126.915924,132.2368,125.76945,125.69355,125.54339,123.92563,125.399574,130.7138,135.9069,133.74756,141.33736,131.02986,131.43767,116.09798,137.17462,138.15445,129.4504,118.76625,141.4173,131.11351,132.34769,126.21823,138.51979,136.62831,123.23227,138.31013,124.32906,125.71669,134.0279,127.26944,131.27748,127.64583,132.68967,131.65591,130.32481,116.16929,135.2491,122.97676,96.21867
22,132.17154,123.98049,132.26392,123.60995,128.09341,130.43507,130.61998,126.66177,120.43164,125.99856,125.42307,130.01561,122.5555,131.02457,123.79289,128.40672,125.30348,129.70792,127.48232,125.468834,130.76524,126.16945,134.57742,134.13486,140.27466,132.18748,127.85276,116.12798,130.36371,131.37184,124.77695,121.692696,142.53696,131.80869,114.48206,126.72628,135.54913,131.47505,132.43994,134.96858,130.09212,126.81195,128.86835,126.20101,133.26762,128.97147,126.52375,124.96478,130.23228,116.5562,131.8362,127.333954,131.26839
23,123.43865,110.78698,133.13121,120.38802,128.07716,125.303024,135.7382,123.64837,128.88243,126.27113,124.45008,126.70067,121.54056,130.88652,122.87565,129.05637,130.07765,125.65517,123.644714,125.87314,123.78842,131.5137,128.1608,133.92122,143.30128,131.47316,127.62606,119.170525,127.965546,137.03325,128.37456,119.48981,142.50674,125.507645,138.69012,126.32051,132.78899,131.00746,132.92966,133.0682,124.69658,130.8832,127.76337,128.8398,125.170944,131.54787,131.67006,122.56581,127.702446,116.46249,131.11601,123.38664,130.9
24,128.95117,116.69278,138.30501,123.01907,128.31033,128.57695,131.141,122.06004,122.01679,127.09244,124.500534,127.91005,120.64756,130.73227,130.28592,126.27958,129.28528,125.97136,122.509125,127.36655,125.87888,127.20819,130.4064,130.8889,142.50357,141.83992,124.49381,120.09112,130.68694,132.94102,129.37396,122.98071,145.82411,130.49335,139.26471,126.32675,133.58948,129.8228,141.09497,131.74887,123.9087,127.874954,126.99871,130.51973,124.60508,132.07025,131.93193,125.1496,129.09477,116.813736,130.80379,128.35866,132.31328
25,130.58112,131.30771,139.2815,123.81549,127.58715,130.22627,131.15472,120.227234,129.36627,125.80913,123.01114,123.42016,119.49869,128.82582,125.76997,120.82441,134.78758,124.99999,123.35793,130.0905,120.46619,126.84312,129.29463,132.75972,136.08078,130.76668,126.36118,130.50533,123.09467,129.87315,130.77058,126.25161,142.40721,130.19801,139.50368,125.62004,128.8429,135.57117,131.20349,134.57262,132.0237,129.73506,125.07533,128.04941,131.18105,133.7853,130.66193,126.677574,130.44128,117.208046,129.21358,124.31551,132.84822
26,131.16083,135.19939,133.70848,121.71153,129.05075,127.4899,137.9013,121.750206,122.47464,131.58627,125.25246,125.5989,118.34413,129.85788,123.4841,126.6465,132.21661,125.02641,123.640526,128.19992,119.69519,124.85562,131.9448,132.72533,140.56358,127.08417,125.41103,119.0189,128.01451,130.37549,127.939316,129.68893,141.56093,123.8077,131.41821,125.448746,126.53487,132.71646,130.74335,138.23979,119.94784,129.69261,126.46405,128.28682,124.904175,133.58217,131.42877,127.14563,128.98581,121.97777,129.71733,130.35585,103.811
27,132.54248,126.50286,129.27304,124.86058,128.56216,135.30225,137.30719,124.16183,123.33293,127.461136,124.62823,125.77796,117.31351,129.60567,123.09794,128.76733,129.66368,127.187035,125.071396,126.82674,125.12465,131.35336,132.49074,136.82852,132.39789,131.68771,125.5147,122.62372,125.58878,123.05213,129.83636,132.97879,139.82988,131.42542,139.64912,127.09688,132.69249,130.56213,128.52391,130.83948,132.12997,133.72778,125.54466,128.58786,127.30171,132.01859,133.44746,129.01286,133.46,116.90005,128.7706,125.255974,141.42197
28,132.01799,126.65843,127.19177,128.85162,126.648636,133.53125,130.7163,121.54614,120.49179,128.07126,124.09379,124.7237,116.2275,130.3285,121.655525,132.76865,119.70916,127.94787,125.174675,131.64186,126.75583,127.31745,129.33911,134.21227,131.42271,126.77074,126.05418,122.58372,123.265656,120.58302,129.47083,136.19138,138.08794,131.45007,139.82855,127.07488,132.44446,130.83617,136.20058,135.04466,123.56971,129.88457,124.88999,128.80516,131.60901,128.43077,133.0485,128.4515,131.53915,117.14127,128.07614,126.08603,135.9205
29,134.46288,130.03606,127.21575,129.188,132.99472,128.2856,133.84656,120.846985,124.53963,125.87261,132.47935,125.56144,115.249435,129.78119,129.28658,129.32141,129.61667,129.82982,126.39837,131.44856,127.3103,125.57858,130.12039,134.94466,129.35925,117.94747,124.04799,130.80566,125.8484,119.61901,129.04712,139.59503,136.11899,125.242935,139.72821,127.16978,135.68596,131.63591,129.62532,136.71327,126.94932,129.28818,124.64784,131.85677,129.90927,128.25522,132.48123,130.38783,129.15456,117.43376,127.07203,126.34661,140.51901
30,131.79523,130.31914,125.25192,124.15537,133.17982,131.23805,126.25701,119.35993,128.91615,125.49697,125.429474,125.61626,114.69144,128.55855,136.45317,131.42874,123.713936,127.83081,128.04572,131.68742,126.83196,133.11388,131.47989,136.42165,126.980705,123.07903,123.44056,126.06275,126.35515,122.517845,125.77503,143.02097,133.9841,135.55841,115.61501,125.28247,138.15306,131.14954,142.10866,133.98497,129.54065,129.21327,124.61941,131.61566,130.71747,133.42696,127.174126,129.4241,131.6158,116.33391,126.4522,128.29755,140.82591
31,128.54373,115.83005,122.080154,124.75523,135.86131,128.14505,126.2358,117.32364,130.86028,126.67749,125.23559,126.84904,114.61944,127.95512,126.66682,131.27455,125.72353,129.2407,124.08661,130.06377,127.91705,122.25406,131.6035,135.06247,125.67538,134.02931,125.13992,132.26236,128.19376,117.76149,126.39779,150.94421,125.3209,133.15952,114.98439,124.95907,130.49196,129.41003,139.052,133.40726,129.2976,128.24121,126.4299,127.9901,127.29979,139.2117,126.78905,129.96707,130.98216,130.97046,125.93702,129.35735,126.7886
32,126.22188,130.81183,124.24213,132.6008,128.23277,129.00537,121.203354,126.610695,123.06577,128.62897,132.86456,128.78365,114.25011,127.52411,119.38457,133.8779,123.78865,129.35715,128.85893,131.6636,133.57724,131.65276,134.53603,136.49475,127.2813,132.61186,124.97645,125.95325,127.64244,130.39174,126.329124,149.53627,134.24841,131.9377,128.33913,127.12446,133.42146,131.43083,137.26192,135.87036,123.531265,124.30438,126.09424,129.06178,133.29634,138.06119,131.38835,130.85483,130.71468,138.25272,127.71581,129.82098,128.26208
33,125.64904,131.69127,131.70903,130.01643,132.2217,131.30994,119.9559,120.64101,125.6866,124.41944,131.5232,126.318214,114.69068,131.3125,125.65178,131.71712,125.14604,131.17287,125.48591,134.5256,125.05446,124.58373,134.30595,137.13109,122.268196,139.47603,125.70947,135.48204,127.01678,125.959564,126.67007,152.9367,126.792076,128.0219,126.10057,123.05592,133.65834,123.99083,128.68488,134.6732,123.31179,133.26204,126.16588,131.27937,128.68698,129.33934,128.7853,128.74223,131.32132,138.18236,126.19748,134.55016,114.95618
34,127.56088,126.345535,132.71326,129.09013,130.52556,126.171936,129.91507,121.64738,127.61727,125.2718,130.75389,123.06395,114.83347,127.428055,126.33999,131.46,129.22382,130.73442,130.17274,135.61632,123.98207,126.30145,137.56905,138.75188,120.589516,144.72177,125.82645,131.95482,120.42772,129.90465,126.54942,149.69188,123.765205,122.709335,121.699425,127.19324,119.733734,60.09436,132.42165,132.72133,124.24388,132.4546,123.52569,129.40512,131.07617,125.69165,125.55393,132.97371,128.07285,138.4901,124.014046,131.12592,133.93738
35,129.88664,123.95212,125.25749,132.11615,128.79059,126.82449,125.16768,121.96096,127.02773,128.94513,131.13112,123.66546,115.77662,126.95066,124.53824,133.64075,129.54437,129.65889,125.35626,132.47133,124.45092,129.06252,132.95311,138.80171,119.1697,138.38078,129.63695,132.99982,120.0853,130.36815,127.34505,146.56454,121.093864,127.56408,115.432556,127.78723,124.02468,130.83086,131.31909,131.65427,131.7721,124.334854,125.77365,128.4985,132.98338,126.893906,125.5641,128.6543,128.8142,138.87881,125.51075,129.51082,122.892715
36,125.70654,131.1385,128.05798,124.84583,128.15553,124.361885,127.71705,125.705055,128.1921,121.50645,130.76608,126.29836,117.20707,125.888824,124.40596,133.43591,129.07799,134.69232,136.37726,132.15825,124.17358,126.244255,131.88089,131.78397,117.79601,130.04279,131.78082,131.09842,124.47302,129.61682,126.440765,145.822,118.7414,128.37755,115.741936,127.9302,124.54399,129.40306,130.43912,129.59952,127.953636,130.49608,128.82507,131.20535,135.3574,134.16687,124.89318,128.90099,127.1208,138.03696,127.13613,129.24901,133.54846
37,122.1793,122.22003,125.46159,126.926384,126.82936,128.74904,131.8311,126.29246,124.07084,124.34594,129.86885,130.07367,117.816925,126.02846,126.24138,131.88284,121.54034,132.76616,127.022575,135.95702,123.46805,123.22248,133.21469,140.22697,116.22935,129.11557,131.6501,125.212875,132.72906,123.63236,130.44739,140.20197,116.05364,130.23549,140.23038,128.24565,129.6023,124.16516,132.52989,131.82584,125.83779,126.1082,132.17117,127.5515,130.10869,132.22298,130.72697,129.09496,130.45833,137.82329,128.47714,128.28456,157.4565
38,127.30906,125.31264,124.91264,133.10913,123.02749,133.29478,130.0321,125.764114,123.92723,128.5146,126.50059,129.39267,119.01772,126.54645,123.923645,133.4729,120.25778,133.75241,129.48863,136.46529,127.09752,132.54588,129.8783,140.97406,114.540726,133.18465,129.17828,132.83206,131.07683,119.35846,131.97992,139.35039,115.616776,126.850296,140.22514,123.34668,133.51128,127.5954,135.86943,130.0227,131.61867,125.37988,129.94618,130.7576,132.44382,134.32819,131.43951,125.82119,132.57942,140.59506,126.55306,128.17206,133.22792
39,129.64485,133.1651,125.33264,137.98366,123.27829,123.74071,126.97294,127.49169,128.2306,131.30016,124.96521,128.36949,120.12916,127.281006,125.27967,133.44283,120.77307,134.97453,126.65275,131.55402,128.42519,126.57256,129.0045,143.33609,117.95366,130.06635,129.62984,115.633545,127.98627,116.21357,131.13605,136.47478,113.07367,131.22002,141.21465,124.710526,121.82946,129.17406,132.17905,132.49683,124.2641,132.41078,128.93208,127.49564,129.79298,139.37788,132.1617,125.515495,128.22253,138.72644,125.49963,129.37125,111.412186
40,128.30507,130.66577,127.60351,138.02916,123.66668,132.887,126.170975,128.00359,133.17625,131.84528,130.21387,126.32198,121.30058,127.04509,122.27223,132.97198,127.73162,132.62885,129.14618,134.33398,129.19206,131.5555,129.44508,142.03754,116.463196,132.45035,126.32141,124.58692,124.41903,122.18441,128.26361,130.77081,112.48508,131.01851,132.49643,123.010544,120.919106,127.57841,135.26045,132.2138,124.18684,131.11957,125.55196,125.85249,129.30083,132.40997,130.17964,130.8303,132.45996,138.58205,122.6508,128.25607,134.90474
41,129.99127,134.1229,131.72026,133.09445,124.21889,121.59613,131.86598,122.767494,128.95305,118.692764,130.16737,127.06244,122.39821,126.40704,125.92479,134.11266,127.48597,130.70131,128.21979,128.7362,129.21681,127.08087,130.14043,140.74664,115.63234,132.92574,128.59097,126.92936,125.646706,129.95003,127.36231,127.61503,112.660736,123.47073,131.93776,122.85285,133.75516,121.63594,129.25056,121.14536,128.67578,132.27698,127.40012,131.48157,129.91072,134.51187,128.14267,126.69976,126.128586,138.2355,124.31676,128.80017,136.87941
42,136.28394,130.18938,135.24841,130.67532,126.223724,124.12608,131.72098,127.5366,131.1102,129.51556,126.483696,126.85203,123.34721,127.58085,124.01703,127.42129,129.4479,129.48514,128.53654,134.5937,132.7327,125.378,130.62115,139.12433,110.44541,135.99725,129.26613,131.26372,122.58995,123.46194,130.69603,124.17421,112.67624,131.39032,140.97809,122.965614,133.81346,122.720245,125.26494,124.04203,129.82625,132.17911,126.595505,137.25955,125.594406,126.258804,128.40294,133.50978,126.99501,138.79897,123.97148,125.73087,113.10959
43,133.6444,124.95513,131.19531,126.7994,125.909744,131.4456,129.0328,124.34165,129.70773,124.509575,129.18416,126.2087,124.33835,126.33151,125.63864,128.40524,129.40833,129.64667,128.29715,132.54933,126.19476,124.59138,133.94997,133.30888,109.994675,135.58066,129.73462,127.13436,123.801254,131.46306,128.26598,121.451164,112.45955,134.67181,142.3581,120.06773,133.82883,128.06235,123.76535,133.46529,127.46257,131.11154,127.47245,131.33136,125.98785,130.66737,128.87183,131.65083,130.8766,138.72672,124.52548,126.421165,131.42633
44,137.32631,130.20795,138.52324,126.04813,124.28073,125.556595,126.610886,124.475945,131.18558,117.94437,130.2206,125.74058,125.26389,127.14126,123.22992,127.40361,130.22763,129.30127,130.02429,135.84668,127.17949,125.59047,132.8,138.85947,108.82682,128.73915,129.99518,133.59302,122.50908,128.3137,126.70636,118.184,113.9326,129.04208,116.251335,119.77705,133.34601,122.44209,124.158844,136.03389,133.63919,131.65942,126.9828,130.94202,125.536156,132.67287,122.32114,132.36417,128.50691,138.96957,124.618645,127.68093,131.00679
45,138.25853,128.48871,136.64635,130.41565,126.85254,128.33295,132.0941,127.20891,127.57809,132.10466,130.18839,129.42406,125.60366,126.5527,131.33241,126.00223,123.118385,125.03661,126.39446,136.0729,127.988785,122.34867,131.58687,130.32959,108.88769,129.17879,130.51688,141.26793,129.56772,127.82396,127.589676,114.94446,115.9499,133.00879,116.69042,121.263,135.33575,129.29189,132.12007,136.7513,130.30916,125.155396,130.35411,133.07281,127.19495,118.42027,123.14366,130.13434,127.31627,139.44423,127.04813,129.46724,126.23378
46,141.29756,123.89881,131.69664,134.26384,127.994354,132.36815,132.75194,125.780205,131.76001,123.04843,126.979935,127.60962,126.96563,125.066216,126.55695,126.580795,131.94359,131.76456,132.89235,135.9493,129.66675,132.03131,130.76143,139.36185,107.94833,128.49704,130.08852,136.58965,125.291504,128.87634,127.32297,111.824036,116.26013,132.35384,116.52661,130.79001,141.33493,127.38137,119.18913,136.77402,136.07399,131.29759,128.2183,128.4882,131.63522,121.886986,124.27024,125.98901,130.63931,142.04271,125.906075,128.53226,128.96027
47,136.87738,120.243484,131.47414,132.40724,128.9582,126.94034,134.21632,128.46014,130.78854,126.49443,128.08336,127.934204,128.03587,124.38,131.70915,126.15623,129.11961,131.45122,128.06615,135.82317,130.59679,129.70813,129.9219,139.9119,107.9274,127.196205,133.06062,134.61977,124.085045,132.35442,128.46036,108.63134,118.448845,134.11864,126.150604,131.50047,136.76357,130.95105,125.06489,134.43289,128.89203,132.67065,129.43033,133.94827,127.44722,127.73219,124.50662,133.74486,129.47646,138.73157,127.76424,127.944626,130.254
48,131.77516,126.06426,133.33443,132.94112,128.15543,132.05013,139.46832,128.20212,131.80638,131.9688,124.46297,129.16046,128.77016,123.288734,126.67823,132.76958,130.56894,131.86201,130.98819,131.18578,130.47246,132.148,132.94514,133.68832,107.88201,123.68039,135.54579,132.61885,125.534454,128.03668,127.7172,108.59806,123.73805,133.61395,116.34937,130.98424,134.49576,121.35771,123.10328,132.65562,124.83632,131.73624,131.49657,126.473366,124.390755,131.03242,127.25496,123.09424,132.07951,138.49687,130.57275,127.278305,130.92775
49,137.71516,129.10551,132.2882,137.46393,130.49916,133.65445,139.97324,128.86806,131.7984,125.73555,129.3729,129.96916,129.68819,132.39932,121.81454,129.21077,130.65155,128.86775,128.87877,131.77132,129.54295,130.40729,134.64217,137.64932,107.80061,125.64834,132.23941,132.51942,128.76903,131.04012,127.827866,105.58057,123.71162,129.22182,116.807785,128.74414,134.1622,122.1424,120.95815,133.0867,131.72934,132.3655,130.91582,127.28649,123.84116,136.89958,126.24906,126.79978,134.07181,139.13547,129.54662,126.7,118.78926
