time,col_00,col_01,col_02,col_03,col_04,col_05,col_06,col_07,col_08,col_09,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52
16,133.71613,132.79681,126.56056,132.12334,130.0698,133.60094,130.46188,124.13106,122.20315,120.92766,126.989746,128.85056,127.698364,131.03723,126.210785,122.44321,132.82819,123.13079,128.24487,117.08271,124.47917,122.243645,134.64066,136.10587,145.42267,135.47766,127.12842,121.7138,130.88431,131.67064,122.41427,105.80719,131.4016,136.00632,121.60476,127.44173,143.51212,130.45805,138.71797,125.077934,123.9751,128.38367,128.83778,124.286804,123.97053,129.22905,125.319855,123.6915,132.36543,119.73748,129.1253,126.15538,131.39725
17,128.70462,128.70985,130.23024,129.768,129.8939,128.43552,130.59401,122.649376,124.72181,123.79268,132.0581,128.78174,126.81459,127.75786,122.27288,130.84444,126.92335,124.46091,127.70268,124.10994,127.07017,129.07993,129.74092,136.1942,144.97276,136.6788,127.477844,126.79677,130.82874,129.48563,123.62074,102.64367,138.9783,130.07722,113.74978,124.48828,132.20601,127.28603,135.49632,126.18469,126.51998,130.08403,128.83316,126.073524,124.388405,123.96257,126.142975,126.89781,128.86609,116.274925,130.86107,125.8623,129.58499
18,129.97874,128.80371,125.73143,122.533394,131.3869,127.297066,133.1454,121.801605,126.60902,126.54303,124.98795,129.98605,125.93699,130.05354,130.17313,125.537285,121.73619,123.12628,126.40268,121.43101,127.110176,131.44946,130.3099,135.0611,147.12459,134.88133,129.21861,124.84167,132.44508,131.97604,125.13935,102.70844,136.24399,130.47482,113.89486,127.90421,135.38257,134.74963,136.69067,120.74331,125.3522,132.19029,130.64998,123.805016,121.5641,129.42212,125.22212,125.04461,129.14938,116.08827,131.677,128.34148,106.42058
19,131.00131,130.75075,124.70553,124.404625,127.785355,126.66916,130.34055,121.782005,128.7007,124.081696,131.6601,128.32278,125.14677,131.90051,127.15555,125.06844,129.6187,124.42682,126.46006,130.08264,127.12392,130.87352,131.13055,134.00189,143.3688,131.6285,130.91902,129.26807,128.21635,132.99948,126.82658,111.27641,139.20149,131.93814,125.12927,127.98394,132.13965,130.2593,130.6879,130.94574,124.26627,124.70888,129.88516,129.31708,131.51425,120.6926,125.367355,128.56828,127.310196,116.419495,132.19034,124.132286,132.00108
20,129.423,130.71,128.04213,130.59836,125.436134,127.0179,131.32578,125.369286,121.452385,128.711,123.94301,129.90176,124.36363,129.25726,131.47505,126.09536,129.02457,126.14622,125.21466,128.90176,125.53503,126.644775,131.86844,133.07553,142.44403,131.69478,131.91724,118.58203,131.4973,131.11598,125.04333,109.769585,140.74774,124.51098,114.212425,127.56893,139.92282,130.28249,132.63983,138.57346,123.938446,125.90597,131.74739,127.81387,131.8859,123.61291,126.00337,132.13376,127.87553,116.5995,133.85985,123.43729,130.4488
21,129.58308,129.44908,130.92754,123.62724,128.39594,130.33722,127.14639,126.41882,129.0205,130.45985,122.286705,133.04576,123.52788,131.14444,126.915924,132.23602,125.76945,125.69355,125.54339,123.92563,125.399574,130.71538,135.90865,133.74756,141.33736,131.01985,131.4483,116.09798,137.18681,138.15445,129.45317,118.76553,141.41646,131.11351,132.35011,126.21823,138.51979,136.62831,123.23227,138.31013,124.32906,125.71669,134.0279,127.26944,131.2721,127.64583,132.69011,131.65591,130.32584,116.16929,135.2491,122.97676,96.21867
22,132.17154,123.98049,132.26392,123.60995,128.09628,130.43033,130.61946,126.66177,120.43164,125.99856,125.42307,130.00732,122.56164,131.02457,123.79289,128.40672,125.30348,129.69681,127.495995,125.468834,130.74168,126.16945,134.57759,134.13486,140.27466,132.18756,127.853836,116.12798,130.35507,131.37367,124.77695,121.69259,142.53696,131.80661,114.48206,126.72628,135.54913,131.47859,132.43994,134.96858,130.09415,126.81195,128.8655,126.20101,133.26303,128.97147,126.52375,124.96478,130.23007,116.5562,131.8362,127.3313,131.2718
23,123.43865,110.78698,133.13121,120.38802,128.06964,125.303024,135.7382,123.64765,128.88322,126.27909,124.45008,126.70067,121.54374,130.88652,122.87565,129.06885,130.0716,125.65517,123.644714,125.87314,123.78842,131.51236,128.1608,133.92122,143.29794,131.47316,127.62606,119.170525,127.965546,137.03325,128.37456,119.48981,142.51851,125.507645,138.69012,126.32051,132.78899,131.00746,132.92815,133.0682,124.69658,130.8832,127.76337,128.8334,125.170944,131.54787,131.67006,122.56581,127.702446,116.46249,131.11601,123.38664,130.9
24,128.95078,116.69278,138.30501,123.01907,128.30132,128.57695,131.13808,122.03895,122.01679,127.09575,124.500534,127.91005,120.65575,130.73227,130.27324,126.27958,129.27483,125.97136,122.509125,127.36655,125.87888,127.20819,130.4064,130.8889,142.50157,141.83992,124.48548,120.09112,130.68694,132.94102,129.37273,122.98071,145.83739,130.49335,139.26471,126.32675,133.58948,129.8228,141.09497,131.73485,123.9087,127.874954,126.993744,130.51973,124.60508,132.07025,131.93193,125.1496,129.09477,116.813736,130.80379,128.35484,132.3162
25,130.58112,131.30771,139.2815,123.81549,127.58715,130.22627,131.1499,120.227234,129.36601,125.80913,123.01114,123.42016,119.50426,128.82582,125.76997,120.82441,134.78758,124.99999,123.35793,130.0905,120.46619,126.84312,129.24445,132.7584,136.08078,130.76668,126.354034,130.50375,123.09467,129.87315,130.76859,126.25161,142.40721,130.19801,139.50368,125.62004,128.8429,135.57117,131.20349,134.57262,132.01917,129.73506,125.07533,128.05203,131.17094,133.7853,130.66194,126.677574,130.44128,117.208046,129.21223,124.31551,132.84999
26,131.16083,135.19939,133.70848,121.71153,129.0522,127.4899,137.9013,121.750206,122.47464,131.57933,125.25246,125.5989,118.346634,129.85788,123.4841,126.65261,132.21661,125.02641,123.640526,128.19992,119.69161,124.85562,131.9448,132.72942,140.56036,127.08417,125.41103,119.0189,128.01451,130.38036,127.939316,129.68893,141.56343,123.8077,131.4208,125.448746,126.53487,132.71646,130.74335,138.23979,119.94784,129.69261,126.46405,128.28842,124.904175,133.58337,131.42877,127.14563,128.98581,121.97332,129.71733,130.35974,103.811
27,132.54248,126.50286,129.27304,124.86058,128.55891,135.30225,137.30719,124.16183,123.33293,127.461136,124.62823,125.77796,117.321976,129.60567,123.09794,128.76733,129.66368,127.187035,125.071396,126.82674,125.111084,131.34734,132.49706,136.82852,132.39789,131.68771,125.5147,122.62372,125.58878,123.05213,129.83366,132.97879,139.83112,131.42812,139.64912,127.103935,132.70427,130.56213,128.52391,130.83948,132.11281,133.72778,125.54466,128.58786,127.30171,132.01292,133.44693,129.01286,133.45892,116.90005,128.7706,125.255974,141.42197
28,132.01799,126.65843,127.19177,128.85162,126.648636,133.53125,130.7244,121.54614,120.49179,128.07126,124.09379,124.7237,116.23421,130.33434,121.655525,132.77943,119.70916,127.94787,125.174675,131.6353,126.75436,127.31745,129.33911,134.21227,131.42271,126.77074,126.058174,122.58372,123.265656,120.58302,129.4703,136.19138,138.08794,131.45122,139.82855,127.07675,132.44446,130.83617,136.20058,135.04466,123.56971,129.88457,124.88999,128.80516,131.62961,128.43077,133.0485,128.4515,131.53915,117.14127,128.0769,126.08603,135.9205
29,134.46288,130.02045,127.21575,129.188,132.99472,128.2856,133.84656,120.846985,124.53963,125.87261,132.48102,125.56144,115.25101,129.78119,129.28658,129.32141,129.60052,129.82982,126.39837,131.44856,127.30026,125.57858,130.12039,134.94466,129.35925,117.94747,124.04209,130.8151,125.8484,119.61901,129.04594,139.59503,136.11899,125.242935,139.72821,127.17312,135.68596,131.63368,129.62532,136.71327,126.94932,129.28818,124.64784,131.85677,129.90927,128.25522,132.48105,130.38783,129.15456,117.43376,127.07203,126.34661,140.51901
30,131.79523,130.32057,125.25192,124.15537,133.1903,131.23805,126.25701,119.35993,128.90945,125.49697,125.429474,125.61626,114.69801,128.55855,136.45317,131.42874,123.713936,127.82315,128.06494,131.69539,126.832825,133.11961,131.47989,136.43648,126.980705,123.07903,123.44056,126.06275,126.34358,122.517845,125.77503,143.02097,133.9841,135.55841,115.61501,125.28247,138.15306,131.14783,142.10866,133.98315,129.53038,129.21327,124.61473,131.61566,130.71747,133.42696,127.174126,129.4241,131.6158,116.33391,126.4522,128.29755,140.82591
31,128.54373,115.83005,122.080154,124.75523,135.86131,128.14505,126.2358,117.32364,130.85188,126.67749,125.23559,126.84904,114.61548,127.93176,126.66682,131.27455,125.71457,129.2407,124.08661,130.0513,127.90116,122.25406,131.6035,135.06247,125.67538,134.02486,125.13894,132.2622,128.19376,117.76149,126.39779,150.94661,125.311874,133.15952,114.98439,124.95907,130.49196,129.41003,139.052,133.41945,129.31987,128.25726,126.4299,127.9901,127.29979,139.2117,126.78905,129.96707,130.98216,130.96437,125.93481,129.35735,126.7886
32,126.22188,130.80702,124.24213,132.6008,128.23715,129.00537,121.203354,126.60596,123.06577,128.62897,132.86136,128.7837,114.25262,127.524994,119.38457,133.8779,123.78865,129.35715,128.86914,131.6636,133.57916,131.65465,134.53603,136.49475,127.2847,132.61186,124.983604,125.95325,127.64244,130.39154,126.329124,149.53627,134.24525,131.93193,128.35132,127.12447,133.41988,131.43329,137.26192,135.87036,123.531265,124.30438,126.09424,129.05846,133.29388,138.06119,131.39085,130.85483,130.71577,138.25272,127.71645,129.82098,128.26208
33,125.64904,131.68347,131.71645,130.03351,132.2217,131.30994,119.9559,120.64101,125.6866,124.41944,131.50815,126.318214,114.68612,131.27014,125.65178,131.71712,125.14604,131.17287,125.48591,134.5256,125.05446,124.58373,134.30595,137.13109,122.268196,139.47603,125.70896,135.48204,127.01678,125.959564,126.67007,152.9367,126.792076,128.0219,126.13492,123.05592,133.66116,123.99083,128.68488,134.6732,123.31179,133.26204,126.16588,131.27937,128.68698,129.33934,128.79305,128.74223,131.32132,138.18236,126.19748,134.57007,114.95618
34,127.56088,126.345535,132.70612,129.09013,130.52556,126.171936,129.94427,121.64738,127.61727,125.2718,130.75389,123.06395,114.83874,127.428055,126.33999,131.46,129.22382,130.73442,130.20792,135.61632,123.98207,126.30145,137.58992,138.75188,120.589516,144.72177,125.83115,131.95482,120.42772,129.90465,126.54942,149.69188,123.765205,122.709335,121.674965,127.20005,119.733734,60.093243,132.42165,132.72183,124.24388,132.4546,123.52569,129.40512,131.07617,125.69165,125.55393,132.9219,128.07285,138.4901,124.01493,131.12592,133.93127
35,129.89133,123.95212,125.25749,132.11887,128.79247,126.82449,125.16768,121.94773,127.02773,128.94453,131.13112,123.66546,115.77704,126.95066,124.53824,133.64075,129.54561,129.65889,125.35626,132.47133,124.45092,129.06252,132.95311,138.80171,119.1697,138.38078,129.63695,132.99872,120.0853,130.37009,127.346,146.56454,121.101944,127.56408,115.432556,127.78223,124.02468,130.83986,131.31909,131.65427,131.7798,124.334854,125.77365,128.4985,132.98338,126.893906,125.5641,128.6543,128.81438,138.87881,125.51075,129.51154,122.892715
36,125.70654,131.12486,128.05798,124.84583,128.15553,124.361885,127.71705,125.705055,128.1921,121.50645,130.76608,126.29836,117.209045,125.888824,124.40596,133.44386,129.07799,134.70198,136.37448,132.15825,124.17358,126.244255,131.86986,131.78365,117.79601,130.04279,131.77423,131.09842,124.47302,129.61682,126.440765,145.82019,118.7414,128.38072,115.741936,127.93385,124.54399,129.41234,130.43846,129.59952,127.953636,130.49649,128.82115,131.20535,135.3574,134.16057,124.89568,128.94078,127.1208,138.03696,127.13613,129.24901,133.55098
37,122.1793,122.22003,125.46159,126.926384,126.82114,128.74904,131.82828,126.29246,124.07084,124.348595,129.86885,130.07367,117.82219,126.02846,126.24138,131.88284,121.54034,132.76616,127.022575,135.95702,123.46805,123.22248,133.22522,140.22697,116.22935,129.11557,131.65327,125.212875,132.72906,123.63236,130.44739,140.20197,116.05364,130.23549,140.23038,128.24898,129.6023,124.16516,132.52989,131.8308,125.83779,126.1082,132.17117,127.54224,130.10109,132.2196,130.72697,129.09496,130.45833,137.82329,128.47714,128.28456,157.4565
38,127.30906,125.31264,124.91264,133.10913,123.02749,133.29584,130.0321,125.763504,123.92723,128.52809,126.50059,129.39267,119.02471,126.54645,123.923645,133.4729,120.25778,133.75241,129.50677,136.46529,127.08275,132.53764,129.8783,140.97406,114.540726,133.17879,129.17828,132.829,131.07683,119.35846,131.98146,139.34761,115.60692,126.850296,140.22514,123.34668,133.52188,127.5954,135.86943,130.0227,131.61473,125.37988,129.94618,130.7576,132.44382,134.32819,131.43951,125.82119,132.57942,140.59235,126.55306,128.19623,133.22421
39,129.6498,133.1651,125.33264,137.98366,123.27829,123.74071,126.97294,127.49169,128.2306,131.30342,124.96521,128.36949,120.12957,127.281006,125.27967,133.43301,120.77307,134.97453,126.65275,131.55402,128.42519,126.57256,129.0045,143.33609,117.94793,130.06635,129.62984,115.633545,127.97996,116.21357,131.13603,136.47206,113.07367,131.2175,141.21465,124.710526,121.82946,129.17406,132.17528,132.49007,124.2641,132.40747,128.93208,127.49564,129.79396,139.37677,132.15901,125.515495,128.22253,138.72644,125.49963,129.35765,111.412186
40,128.30507,130.66577,127.60351,138.02916,123.66668,132.87088,126.170975,128.00359,133.17625,131.85532,130.20657,126.322395,121.300415,127.04509,122.27223,132.97198,127.73162,132.62885,129.14618,134.33398,129.19206,131.55836,129.44508,142.03754,116.46603,132.44008,126.32141,124.58692,124.42028,122.18441,128.26361,130.77081,112.48508,131.0047,132.48782,123.010544,120.919106,127.57841,135.26045,132.2138,124.18684,131.1204,125.552475,125.85249,129.30083,132.41783,130.17964,130.82697,132.45224,138.58205,122.6508,128.25607,134.90474
41,129.99127,134.1229,131.72026,133.08275,124.21889,121.59613,131.85728,122.77592,128.95305,118.692764,130.16019,127.06244,122.402534,126.40704,125.92479,134.105,127.48597,130.70131,128.21979,128.7362,129.21681,127.08087,130.14043,140.74664,115.62991,132.92708,128.59097,126.92936,125.646706,129.9575,127.364395,127.61503,112.660736,123.47073,131.94354,122.85285,133.76595,121.63594,129.25056,121.14536,128.67578,132.27393,127.40012,131.48157,129.90648,134.52737,128.14168,126.69976,126.128586,138.2355,124.31695,128.80017,136.87941
42,136.28394,130.19106,135.24841,130.67532,126.223724,124.12608,131.7209,127.54077,131.11041,129.51283,126.483696,126.85382,123.34847,127.58085,124.01703,127.42129,129.44437,129.48514,128.53654,134.5937,132.71133,125.378,130.62115,139.12433,110.44541,135.99725,129.26361,131.26372,122.60756,123.46194,130.6955,124.17421,112.67624,131.38376,140.97809,122.965614,133.81822,122.720245,125.26494,124.04203,129.82625,132.16121,126.595505,137.25955,125.594406,126.258804,128.40294,133.46996,126.99501,138.79897,123.971,125.73455,113.10959
43,133.6444,124.95513,131.20508,126.7994,125.909744,131.4456,129.0328,124.34165,129.70773,124.49841,129.18416,126.2087,124.33766,126.33151,125.63864,128.40845,129.40833,129.64667,128.30714,132.54933,126.18937,124.59138,133.95204,133.31116,109.994675,135.5748,129.73462,127.13436,123.80569,131.46518,128.26598,121.451164,112.45955,134.67181,142.3581,120.06773,133.83147,128.06235,123.76535,133.46158,127.460915,131.10307,127.47245,131.33136,125.98785,130.66115,128.87183,131.6198,130.87605,138.72672,124.52548,126.42287,131.42633
44,137.32631,130.2102,138.52324,126.04813,124.28073,125.556595,126.610886,124.475945,131.18558,117.94437,130.2206,125.74058,125.268654,127.14126,123.22992,127.4103,130.22083,129.30127,130.04071,135.84668,127.17743,125.59047,132.80736,138.85947,108.82682,128.73915,129.99443,133.59302,122.50908,128.3137,126.70458,118.184,113.9326,129.04208,116.251335,119.77705,133.34601,122.44209,124.158844,136.03389,133.62912,131.65482,126.9828,130.94202,125.536156,132.66895,122.32114,132.36458,128.50632,138.96957,124.61851,127.67983,131.00679
45,138.25853,128.50325,136.64635,130.41565,126.85316,128.33295,132.0941,127.20891,127.57809,132.1139,130.18839,129.42406,125.59579,126.5527,131.33241,126.00223,123.118385,125.01366,126.28854,136.0729,127.988785,122.32365,131.58687,130.32693,108.88769,129.14354,130.52374,141.26793,129.56772,127.82396,127.589676,114.94446,115.94125,133.01082,116.69042,121.263,135.2894,129.29189,132.11711,136.7513,130.30916,125.179924,130.35411,133.07281,127.19495,118.42027,123.14366,130.13434,127.31665,139.44423,127.04813,129.46724,126.23378
46,141.29756,123.89881,131.69664,134.26384,127.996895,132.37143,132.74814,125.75189,131.7607,123.04843,126.979935,127.60962,126.971085,125.066216,126.55695,126.580795,131.94133,131.76456,132.89235,135.9493,129.66675,132.02995,130.76143,139.36185,107.94833,128.49704,130.08316,136.58965,125.291504,128.87634,127.32297,111.824036,116.26013,132.35384,116.52661,130.79147,141.33493,127.38137,119.18913,136.77402,136.0749,131.29596,128.2183,128.4882,131.6313,121.886986,124.27048,125.98901,130.63931,142.03975,125.906075,128.53226,128.96027
47,136.87738,120.243484,131.48227,132.40724,128.95781,126.94034,134.20978,128.46014,130.78476,126.49443,128.06374,127.934204,128.03835,124.38,131.71999,126.15623,129.11961,131.45122,128.06615,135.82317,130.59679,129.70813,129.92194,139.9119,107.9274,127.196205,133.06062,134.61977,124.085045,132.3552,128.46036,108.63134,118.451,134.11864,126.13086,131.48311,136.76357,130.95886,125.06489,134.43289,128.89203,132.65813,129.43033,133.9625,127.44722,127.73219,124.50662,133.73964,129.47643,138.73157,127.76424,127.944626,130.25478
48,131.77701,126.06426,133.33443,132.9387,128.1559,132.04713,139.46832,128.17812,131.80743,131.97766,124.46297,129.16046,128.77704,123.288734,126.67823,132.77563,130.56894,131.85268,130.99614,131.18578,130.47246,132.1487,132.94514,133.69333,107.88201,123.68039,135.54579,132.62433,125.534454,128.03668,127.7172,108.596634,123.73366,133.61395,116.34937,130.98982,134.49576,121.35771,123.10328,132.65562,124.83632,131.73547,131.49657,126.473366,124.390755,131.03242,127.25728,123.09424,132.07857,138.49687,130.57243,127.278305,130.93019
49,137.71516,129.09276,132.2882,137.46393,130.49916,133.65445,139.97324,128.86806,131.79752,125.73555,129.36127,129.97185,129.68343,132.39377,121.81454,129.21077,130.65155,128.8544,128.87877,131.77132,129.54295,130.37093,134.64972,137.6637,107.80061,125.64834,132.23941,132.50616,128.77551,131.03093,127.827576,105.58057,123.71162,129.22182,116.807785,128.74414,134.15369,122.1424,120.95815,133.0867,131.72934,132.34903,130.91582,127.28649,123.84116,136.89627,126.24906,126.79978,134.07181,139.13547,129.54662,126.7,118.78926
